Category	GTIN	Manufacturer	Model	Merchant Product Code	Product Name	Product Description	Product URL	Product Image URL	availability	Price	condition	title	id	brand	image_link	identifier exists
Natural Test Boosters	128612	Ronnie Coleman Supplements		128612	Ronnie Coleman Testogen-XR	Key Benefits Test booster Strength Muscle pumps 	http://www.nutritionwarehouse.com.au/product.php?productid=1467	http://www.nutritionwarehouse.com.au/images/T/image_prodprod1610046_largeImage_X_450_white.jpg	in stock	79.95	new	Ronnie Coleman Testogen-XR	1467	Ronnie Coleman Supplements	http://www.nutritionwarehouse.com.au/images/P/image_prodprod1610046_largeImage_X_450_white.jpg	FALSE
Protein Bars	128536	Body Science-BSC		128536	HydroxyBurn Lo Carb Bar by Body Science BSc 	Key Benefits&nbsp; High protein thermogenic bar Low carbs Increase your daily protein Enhanced with fat burners 	http://www.nutritionwarehouse.com.au/product.php?productid=1470	http://www.nutritionwarehouse.com.au/images/T/Body%20Science%20BSc%20HydroxyBurn%20Lo%20Carb%20Bar.jpeg	out of stock	39.95	new	HydroxyBurn Lo Carb Bar by Body Science BSc 	1470	Body Science-BSC	http://www.nutritionwarehouse.com.au/images/P/Body%20Science%20BSc%20HydroxyBurn%20Lo%20Carb%20Bar.jpeg	FALSE
Pre-Workout Amplifiers	128500	BSN Supplements		128500	HyperFx by BSN | Promote Extreme Pre-Training Energy And Intensity!	Key Benefits&nbsp; Training energy and intensity Focus and mental alertness Power and endurance Testosterone 	http://www.nutritionwarehouse.com.au/product.php?productid=1471	http://www.nutritionwarehouse.com.au/images/T/BSN%20HyperFx.jpg	out of stock	34.95	new	HyperFx by BSN | Promote Extreme Pre-Training Energy And Intensity!	1471	BSN Supplements	http://www.nutritionwarehouse.com.au/images/P/BSN%20HyperFx.jpg	FALSE
Creatine Supplements	128562	Muscle Pharm 		128562	MusclePharm Creatine	Key Benefits No loading required Pharmaceutical quality with no additives No bloating 	http://www.nutritionwarehouse.com.au/product.php?productid=1472	http://www.nutritionwarehouse.com.au/images/T/mp%20creatine-01.jpg	in stock	29.95	new	MusclePharm Creatine	1472	Muscle Pharm 	http://www.nutritionwarehouse.com.au/images/P/mp%20creatine-01.jpg	FALSE
Glutamine Supplements	128561	Muscle Pharm 		128561	MusclePharm Glutamine	Key Benefits Faster recovery Pharmaceutical quality Provides optimal muscle-tissue saturation 	http://www.nutritionwarehouse.com.au/product.php?productid=1473	http://www.nutritionwarehouse.com.au/images/T/glutamine-02.jpg	in stock	29.95	new	MusclePharm Glutamine	1473	Muscle Pharm 	http://www.nutritionwarehouse.com.au/images/P/glutamine-02.jpg	FALSE
Protein Powders and Bars	128492	Endura Sports		128492	Endura P-Protein Shake	Key Benefits Provide a healthy alternative for protein supplementation Support body composition goals Support normal healthy blood sugar balance Promote the feeling of fullness 	http://www.nutritionwarehouse.com.au/product.php?productid=1474	http://www.nutritionwarehouse.com.au/images/T/Endura%20P-Protein.jpeg	out of stock	64.95	new	Endura P-Protein Shake	1474	Endura Sports	http://www.nutritionwarehouse.com.au/images/P/Endura%20P-Protein.jpeg	FALSE
Fat Burners/Energy	128549	Species Nutrition		128549	Lipolyze e2 by Species Nutrition	Lipolyze e2 by Species Nutrition is a powerfully effective stimulant free fat burner that helps raise your metabolism so you can achieve the weight loss and body you desire. Lipolyze is an ephedra free thermogenic so it is ideal for anyone that can't take ephedra and must use stimulant free weight loss supplements. Species is dedicated to helping you reach all of your body sculpting and athletics goals like: Weight Loss Fat Loss Fat Removal Athlete Bodybuilding Fitness Lower body mass index or BMI Raised metabolism 	http://www.nutritionwarehouse.com.au/product.php?productid=1477	http://www.nutritionwarehouse.com.au/images/T/lipolyze-lrg-01.jpg	out of stock	89.95	new	Lipolyze e2 by Species Nutrition	1477	Species Nutrition	http://www.nutritionwarehouse.com.au/images/P/lipolyze-lrg-01.jpg	FALSE
Creatine Supplements	128608	DY Dorian Yates Nutrition 		128608	CREAGEN by Dorian Yates Nutrition 	Key Benefits Time-released creatine Increase the body's muscle creatine 15 times more than normal Triggers protein synthesis at a genetic level Triggers rapid increases in muscle size &amp; strength Enhance recovery 	http://www.nutritionwarehouse.com.au/product.php?productid=1478	http://www.nutritionwarehouse.com.au/images/T/dy-creagen_51e919ef02a2feabe96b6f173581d5c7.png	in stock	59.95	new	CREAGEN by Dorian Yates Nutrition 	1478	DY Dorian Yates Nutrition 	http://www.nutritionwarehouse.com.au/images/P/dy-creagen_51e919ef02a2feabe96b6f173581d5c7.png	FALSE
Protein Powders and Bars	130607	Body Science-BSC		130607	Body Lo Carb Bar by Body Science BSc	Key Benefits&nbsp; No artificial colours, flavours or sweeteners High protein-low carb Satisfy hunger cravings Gluten free 	http://www.nutritionwarehouse.com.au/product.php?productid=1479	http://www.nutritionwarehouse.com.au/images/T/body%20p.png	in stock	2.95	new	Body Lo Carb Bar by Body Science BSc	1479	Body Science-BSC	http://www.nutritionwarehouse.com.au/images/P/body%20p.png	FALSE
Protein Powders and Bars	128547	Body Science-BSC		128547	Body Lo Carb Lite Bites by Body Science BSc 	Key Benefits&nbsp; Thermogenic Protein Balls High Protein, low fat, low carbs Increase daily protein intake Enhanced with fat burners and lipotropics 	http://www.nutritionwarehouse.com.au/product.php?productid=1480	http://www.nutritionwarehouse.com.au/images/T/Body%20Science%20BSc%20BODY%20Lo%20Carb%20Lite%20Bites.jpg	out of stock	29.95	new	Body Lo Carb Lite Bites by Body Science BSc 	1480	Body Science-BSC	http://www.nutritionwarehouse.com.au/images/P/Body%20Science%20BSc%20BODY%20Lo%20Carb%20Lite%20Bites.jpg	FALSE
Meal Replacements	128596	Max's Supplements		128596	MAX'S High Protein Pancakes	Key Benefits Delicious muscle building meal in just a few minutes Over 40 grams of high quality muscle building protein in each serve! Over 40 grams of mass building carbs in each serve 	http://www.nutritionwarehouse.com.au/product.php?productid=1481	http://www.nutritionwarehouse.com.au/images/T/pancakes.JPG	in stock	14.95	new	MAX'S High Protein Pancakes	1481	Max's Supplements	http://www.nutritionwarehouse.com.au/images/P/pancakes.JPG	FALSE
Nitric Oxide Supplements	128623	Primaforce		128623	AGMATINE Increase Pumps - primaFORCE 	Agmatine is a metabolic byproduct of Arginine produced through a process called decarboxylation. Stimulates release of insulin and uptake of calcium Binds to Imidazoline Receptors Stimulates release of catecholeamines impprove kindey function Assist in sress reduction &nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1485	http://www.nutritionwarehouse.com.au/images/T/agmatine.jpg	in stock	44.95	new	AGMATINE Increase Pumps - primaFORCE 	1485	Primaforce	http://www.nutritionwarehouse.com.au/images/P/agmatine.jpg	FALSE
Sports Endurance and Recovery	128560	Horleys Supplements		128560	Replace gel Horleys Supplements	Key Benefits Scientifically formulated for the endurance athlete Specialised energy in a format suitable for use on the go A blend of carb sources delivers fast carbs from maltodextrin as well as steady energy release from &quot;Palatinose&quot; (isomaltulose) Contains the two key electrolytes: sodium and potassium Easy to open packs, the foil sachets tear cleanly and easily, great for on the bike 	http://www.nutritionwarehouse.com.au/product.php?productid=1486	http://www.nutritionwarehouse.com.au/images/T/horleys%20replace%20gel.gif	out of stock	9.95	new	Replace gel Horleys Supplements	1486	Horleys Supplements	http://www.nutritionwarehouse.com.au/images/P/horleys%20replace%20gel.gif	FALSE
Amino Acids Supplements	128661	BPI Supplements		128661	Blox by BPI	Key Benefits Ultra concentrated ratios The perfect anabolic ratio Just one ultra concentrated scoop 	http://www.nutritionwarehouse.com.au/product.php?productid=1488	http://www.nutritionwarehouse.com.au/images/T/blox.JPG	out of stock	29.95	new	Blox by BPI	1488	BPI Supplements	http://www.nutritionwarehouse.com.au/images/P/blox.JPG	FALSE
Creatine Supplements	181030004043100	Primaforce		181030004043100	Primaforce Creatinol-O-Phosphate	Primaforce Creatinol-O-Phosphate &nbsp; Despite the similar name, Creatinol-O-Phosphate (COP) is not creatine. While compounds share structural similarities, they are different compounds with different effects. COP is now gaining traction as an ergogenic aid that may be useful for athletes and bodybuilders. &nbsp; What does Creatinol-O-Phosphate do? &nbsp; Supports increases in strength* Acts as an intracellular buffer to help clear lactic acid which can limit performance during training.* Promotes improved performance by increasing anaerobic glycolysis.* Supports recovery.* How should I use Creatinol-O-Phosphate? &nbsp; COP is approximately 60% bioavailable and thus a dosage of approximately 2g per day should provide an effective oral dose. &nbsp; While COP has a similar name to creatine, it acts differently than creatine to support performance, strength, and&nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1491	http://www.nutritionwarehouse.com.au/images/T/image_prodprod520032_white450px.jpg	out of stock	39.95	new	Primaforce Creatinol-O-Phosphate	1491	Primaforce	http://www.nutritionwarehouse.com.au/images/P/image_prodprod520032_white450px.jpg	FALSE
Bodybuilding Supplements	128648	Dymatize		128648	BCAA Complex 2200 by Dymatize	Key Benefits 2200mg of pure free form (BCAAs) per serve Assists in muscle recovery Assists in muscle growth 	http://www.nutritionwarehouse.com.au/product.php?productid=1492	http://www.nutritionwarehouse.com.au/images/T/complex-2200.jpg	in stock	59.95	new	BCAA Complex 2200 by Dymatize	1492	Dymatize	http://www.nutritionwarehouse.com.au/images/P/complex-2200.jpg	FALSE
Amino Acids Supplements	128647	Dymatize		128647	BCAA Complex 5050 by Dymatize 	 Key Benefits Maximum strength Provide a 5050 mg complex&nbsp; Muscle growth and muscle energy&nbsp; 	http://www.nutritionwarehouse.com.au/product.php?productid=1493	http://www.nutritionwarehouse.com.au/images/T/26508450.jpg	in stock	54.95	new	BCAA Complex 5050 by Dymatize 	1493	Dymatize	http://www.nutritionwarehouse.com.au/images/P/26508450.jpg	FALSE
Bodybuilding Supplements	128645	Dymatize		128645	Glutamine Micronized by Dymatize	Key Benefits&nbsp; Most abundant amino acid present in skeletal muscle Support muscle tissue Assists in protein synthesis 	http://www.nutritionwarehouse.com.au/product.php?productid=1494	http://www.nutritionwarehouse.com.au/images/T/sdf.jpg	out of stock	54.95	new	Glutamine Micronized by Dymatize	1494	Dymatize	http://www.nutritionwarehouse.com.au/images/P/sdf.jpg	FALSE
Bodybuilding Supplements	128649	Dymatize		128649	Dymatize Xpand Xtreme Pump - Caffeine Free	Key Benefits Caffeine free 100% pure pharmaceutical grade creatine monohydrate Improves your performance during high intensity activities &nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1496	http://www.nutritionwarehouse.com.au/images/T/35.jpg	out of stock	59.95	new	Dymatize Xpand Xtreme Pump - Caffeine Free	1496	Dymatize	http://www.nutritionwarehouse.com.au/images/P/35.jpg	FALSE
Bodybuilding Supplements	128644	Dymatize		128644	Liquid L-Carnitine 1100 by Dymatize 	Key Benefits 1,100 mg of L-carnitine in each serving Improving resistance to muscle fatigue Plays a metabolic role in stimulating weight loss 	http://www.nutritionwarehouse.com.au/product.php?productid=1497	http://www.nutritionwarehouse.com.au/images/T/carnitine-1100.jpg	out of stock	24.95	new	Liquid L-Carnitine 1100 by Dymatize 	1497	Dymatize	http://www.nutritionwarehouse.com.au/images/P/carnitine-1100.jpg	FALSE
Bodybuilding Supplements	128704	Gen-Tec Nutrition		128704	Power Fuel by Gen-Tec Nutrition 	Key Benefits Energy Strength Vigilance Muscle pump &nbsp; 	http://www.nutritionwarehouse.com.au/product.php?productid=1500	http://www.nutritionwarehouse.com.au/images/T/GenTec.jpg	in stock	44.95	new	Power Fuel by Gen-Tec Nutrition 	1500	Gen-Tec Nutrition	http://www.nutritionwarehouse.com.au/images/P/GenTec.jpg	FALSE
Bodybuilding Supplements	128705	Gen-Tec Nutrition		128705	P2P by Gen-Tec Nutrition - Power To Perform	Key Benefits&nbsp; Power to perform Advanced intra-workout formula 	http://www.nutritionwarehouse.com.au/product.php?productid=1501	http://www.nutritionwarehouse.com.au/images/T/1K_P2P_BLB.jpg	in stock	59.95	new	P2P by Gen-Tec Nutrition - Power To Perform	1501	Gen-Tec Nutrition	http://www.nutritionwarehouse.com.au/images/P/1K_P2P_BLB.jpg	FALSE
Rice Protein	128706	Garden of Life		128706	Raw Protein - Beyond Organic Protein Formula	Key Benefits High quality protein Live probiotics, enzymes and fat-soluble vitamins All natural 	http://www.nutritionwarehouse.com.au/product.php?productid=1502	http://www.nutritionwarehouse.com.au/images/T/GLF062_Xl.jpg	in stock	44.95	new	Raw Protein - Beyond Organic Protein Formula	1502	Garden of Life	http://www.nutritionwarehouse.com.au/images/P/GLF062_Xl.jpg	FALSE
General Health & Vitamins	128640	PhD Energy & Performance Range		128640	PhD Pharma Greens	A super convenient source of antioxidants, herbs, enzymes, co-factors vitamins, scarce nutrients, adaptogens, trace elements and minerals, pre and probiotics. &nbsp; Potent Full Spectrum Green Nutrition featuring 28 natural ingredients in optimal amounts that make it easy to avoid nutrient deficiencies and insure total body health. PhD Pharma-Greens supports the body's ability to digest and absorb nutrients.	http://www.nutritionwarehouse.com.au/product.php?productid=1503	http://www.nutritionwarehouse.com.au/images/T/image_prodprod520110_white450px.jpg	out of stock	59.95	new	PhD Pharma Greens	1503	PhD Energy & Performance Range	http://www.nutritionwarehouse.com.au/images/P/image_prodprod520110_white450px.jpg	FALSE
Bodybuilding Supplements	128641	PhD Energy & Performance Range		128641	PhD Wired	PhD are so much more than a provider of premium quality sports nutrition. We recognise that our strength is in our team and within our collective knowledge of sports nutrition and the requirements of all athletes. PhD are investors in UK athleWith just one serving of Super Concentrated PhD Wired you will know the environment for building muscle is upon you!	http://www.nutritionwarehouse.com.au/product.php?productid=1504	http://www.nutritionwarehouse.com.au/images/T/image_prodprod520108_white450px.jpg	out of stock	49.95	new	PhD Wired	1504	PhD Energy & Performance Range	http://www.nutritionwarehouse.com.au/images/P/image_prodprod520108_white450px.jpg	FALSE
Protein Powders and Bars	128727	ALLMAX Nutrition		128727	Casein FX Ultra-Slow Release Protein by ALLMAX Nutrition	Key Benefits 25 grams protein Increase in bioavailable amino acids Ultra slow release protein Enzyme activated protein absorption &nbsp; &nbsp; &nbsp;	http://www.nutritionwarehouse.com.au/product.php?productid=1507	http://www.nutritionwarehouse.com.au/images/T/image_prodprod480104_white450px.jpg	out of stock	44.95	new	Casein FX Ultra-Slow Release Protein by ALLMAX Nutrition	1507	ALLMAX Nutrition	http://www.nutritionwarehouse.com.au/images/P/image_prodprod480104_white450px.jpg	FALSE
Amino Acids Supplements	128687	Balance Muscle Technology		128687	Amino Pro By Balance	Key Benefits&nbsp; BCAA muscle growth formula 8g high potency BCAAs per serve Assist the repair &amp; recovery of muscle tissue 	http://www.nutritionwarehouse.com.au/product.php?productid=1509	http://www.nutritionwarehouse.com.au/images/T/4707_amino_pro_bcaa_mango_900g_L.jpg	in stock	44.95	new	Amino Pro By Balance	1509	Balance Muscle Technology	http://www.nutritionwarehouse.com.au/images/P/4707_amino_pro_bcaa_mango_900g_L.jpg	FALSE
Natural Test Boosters	128725	BPI Supplements		128725	A-HD By BPI Supplements	Key Benefits Healthy T-levels Libido &amp; Stamina 	http://www.nutritionwarehouse.com.au/product.php?productid=1510	http://www.nutritionwarehouse.com.au/images/T/a-hd.jpg	out of stock	19.95	new	A-HD By BPI Supplements	1510	BPI Supplements	http://www.nutritionwarehouse.com.au/images/P/a-hd.jpg	FALSE
